lng,lat
-2.628713,50.945581
106.82106,-6.19493
29.065826,41.117468
1.704513,46.809681
112.80301,-7.27584
123.90948,10.324103
139.701395,35.664061
120.694929,15.548263
108.53996,-6.72599
106.62807,-6.23747
121.045672,14.094521
112.72576,-7.28256
-83.280474,42.445038
-80.373933,25.970227
-122.474953,37.732914
106.15294,-6.11559
0.066261,51.478022
-0.203543,51.535067
2.304752,48.603262
-71.392238,41.822165
-122.633577,46.946935
-3.894062,51.65421
103.934648,1.307044
-85.554229,38.346017
106.62747,-6.569023
-3.204529,55.944997
3.227111,43.355238
103.86126,1.30316
-2.240779,53.48284
-80.546749,37.134643
0.01726,51.402958
-77.454341,37.553076
-61.553706,10.686261
-73.988254,40.663541
120.46107,14.871698
121.072168,14.659117
116.128993,6.035596
123.05929,0.52485
-0.318205,51.343944
121.012111,14.566055
-120.826437,37.058756
101.523354,3.153061
-0.138527,51.520586
-75.023661,40.11141
121.053,14.6198
-71.085299,42.302793
0.0,0.0
-78.512541,-0.222556
-4.149009,50.375779
130.396098,33.589654
40.526135,41.024105
122.563223,10.717863
0.0,0.0
106.89072,-6.1519
116.85761,-1.24467
-122.633577,46.946936
0.0,0.0
108.55009,-6.7239
139.516479,35.542199
55.387176,25.194335
101.578423,3.162824
120.981063,14.62686
-79.751585,43.750538
100.579119,13.721923
106.78455,-6.32836
-0.104154,51.514144
-80.333935,42.008078
-73.97542,40.765272
-76.264376,38.971812
9.165526,45.452704
106.99292,-6.249804
153.177083,-27.668702
-3.250001,55.974787
-71.129218,42.339801
106.80707,-6.60059
29.232513,40.875776
101.667243,3.080783
-2.724683,48.494511
-83.32687,42.338448
38.824541,41.004337
-80.254125,41.032831
1.269944,52.317152
37.9039,-0.0244
37.9039,-0.0244
106.73991,-6.110567
103.868353,1.331478
-84.571561,30.521487
101.102586,4.602625
107.5823,-6.88892
112.42245,-7.11869
101.753278,3.176606
106.81363,-6.25819
-2.364326,52.234322
101.919791,2.692546
-71.235933,42.315221
112.62107,-7.9626
151.003835,-33.804025
103.879577,1.349774
112.79937,-7.27614
7.096337,51.463636
98.6686,3.59205
121.105477,14.591871
120.863727,14.294357
120.979579,14.349474
0.139387,49.489226
101.715269,3.201184
115.1709,-8.62517
-1.783934,47.275102
54.592578,24.4117
104.037874,1.160315
107.61108,-6.89508
116.043,-8.35467
5.33793,43.364321
2.203773,48.879177
-87.644305,41.935604
2.323081,48.844006
113.91327,-2.20948
-3.181056,55.945303
-76.264523,38.972454
-71.322451,41.506351
103.838324,1.300122
-76.977009,38.82123
108.22172,-7.3251
116.08947,5.946727
104.78576,-2.98993
98.68803,3.57515
101.713282,3.158858
120.995859,14.576869
3.060927,50.101266
-0.148049,51.446884
-74.930133,40.173286
121.018247,14.446311
123.758515,13.143494
-72.243566,41.804775
119.41559,-5.14637
121.021263,14.552284
7.012174,51.451199
7.012174,51.451199
102.256475,6.118794
2.323081,48.844006
7.012174,51.451199
72.856354,19.14893
110.37602,-7.76513
106.82398,-6.20247
7.012174,51.451199
101.757045,2.980885
7.012174,51.451199
55.397333,25.130885
106.909444,-6.156982
-97.108066,32.735687
-75.664862,45.404371
4.520689,45.484811
112.80323,-7.27597
151.003935,-33.804052
3.29623,6.56254
11.199334,43.829079
-70.820072,42.156279
124.82994,1.47371
-1.22506,51.754751
-94.037195,44.882441
106.8136,-6.25802
115.888648,-31.929361
-83.182454,42.263967
103.833063,1.307648
-1.428552,55.000269
104.44873,0.92746
-1.536227,47.239414
-83.39382,42.284078
-4.136446,50.367727
-122.261241,47.821822
2.343653,48.884423
-83.730657,33.658986
119.41556,-5.14651
120.669388,15.084057
122.51227,-3.98034
-78.771036,43.008867
0.520075,40.807568
29.052506,41.050358
-1.561587,47.178016
100.54013,13.750081
-3.631633,41.323805
28.676573,41.04174
-96.667478,40.781288
28.240296,41.076114
106.6093,-6.22806
47.931199,29.301806
13.373409,52.509923
-79.748609,43.666745
-71.101478,42.363868
106.78466,-6.32816
98.67255,3.58449
107.61186,-6.8974
103.61417,-1.59163
-85.517615,38.189552
29.054638,41.000779
-85.806311,38.188815
115.19103,-8.64818
106.80611,-6.60257
-78.880022,42.938157
-122.633576,46.946936
-86.120009,39.865676
-97.167064,49.852934
101.619752,3.118991
101.663006,3.234444
101.606509,3.071537
115.16755,-8.71235
101.612742,3.156842
101.711627,2.947577
-1.550126,52.278223
-85.835179,42.921017
123.894094,10.298664
121.55805,16.697546
-73.97658,40.677228
-0.11553,51.462618
-47.940709,-15.796555
110.43972,-7.0564
29.027504,40.987276
100.553493,13.894436
-75.211792,40.033073
139.882796,35.632458
-94.590585,39.034733
-78.879975,42.938182
100.533383,13.750755
103.859644,1.301619
-2.344073,53.376071
101.606509,3.071537
-72.575566,41.806768
101.612388,3.114837
124.89904,1.50326
-2.300625,53.472494
124.89904,1.50326
-82.842537,41.281507
-81.016332,29.109039
39.115813,22.280777
103.842813,1.292672
-3.798143,40.294183
31.193437,30.052698
-43.40564,-22.917829
28.981447,41.035257
50.209855,26.298213
101.688533,3.086878
100.570332,13.720619
121.041293,14.632588
121.05,14.6167
116.8553,-1.24622
124.89874,1.5013
-94.590539,39.034746
120.900261,17.081797
100.538844,13.910763
-43.184147,-22.793431
110.39366,-7.73733
151.026698,-33.801346
-0.018113,39.979835
-94.667638,38.964746
110.78944,-7.5605
12.461581,41.904774
106.83843,-6.60353
121.027901,14.550895
2.587724,48.870642
106.81146,-6.61508
110.35249,-7.78333
121.012846,14.545256
-77.932513,34.236191
104.75327,-2.98749
144.990855,-37.809692
55.135157,25.070924
102.212252,6.071399
1.91581,47.880784
-58.492917,-34.599025
-75.207463,40.12244
103.85219,1.283181
29.122524,40.927932
124.89875,1.50143
110.379,-7.78191
10.790943,45.155304
101.676536,3.117205
103.731679,1.344238
103.805589,1.288456
-5.954254,37.370712
16.259505,48.194944
101.612742,3.156842
-93.766002,30.102929
124.83166,1.46398
101.757045,2.980885
-79.040188,38.214374
-95.074928,29.530906
-74.204274,40.932519
29.058623,41.014296
9.997051,53.754958
116.85758,-1.2446
104.44911,0.92774
110.4021,-7.80588
6.628047,46.521252
98.680958,3.575472
-1.434234,46.668778
147.146752,-41.451098
-80.32615,25.813141
70.783987,22.280818
123.197446,13.630481
10.085487,53.618612
-98.396639,34.576989
-1.985796,50.715125
50.117558,26.480034
101.616291,3.013446
103.849485,1.287367
-78.880005,42.938166
-75.172603,43.303432
-83.712404,42.302137
-1.510687,53.805567
101.712431,3.148449
50.476702,26.198087
-81.562665,41.548911
-79.040219,38.214233
95.34711,5.56895
105.457376,10.356203
-93.972962,32.442932
29.232513,40.875776
-75.163789,39.952335
100.580176,13.72628
-95.098784,29.538249
2.430858,48.867774
106.10954,-1.89928
110.43559,-7.05699
14.488186,40.827241
-97.739686,30.284028
123.901,10.330008
101.91355,2.687279
103.85219,1.283181
98.337694,8.021506
101.541025,3.076441
-93.909593,33.881293
103.665363,1.481224
0.500294,51.591046
0.386281,52.770255
39.767725,40.997389
112.62082,-7.94296
101.579124,3.021805
103.954113,1.374739
106.38131,-6.13685
-118.322762,33.967467
112.73224,-7.28248
101.685548,3.100535
-44.190747,-2.597128
-1.892659,52.5186
104.05709,1.03741
120.893281,14.950902
100.480036,5.329862
121.057911,14.567673
-95.248608,29.779167
-1.538792,54.95824
127.007322,37.568061
-40.351798,-20.331606
-46.559667,-23.732322
-1.406781,50.907569
-43.177094,-22.929093
112.62379,-7.97756
106.84649,-6.2549
115.16965,-8.76362
2.380216,48.856672
116.83727,-1.27609
100.598888,14.064527
-81.523604,28.584485
106.81146,-6.61508
106.80289,-6.244007
100.33819,5.41568
101.492757,3.081024
106.80519,-6.25275
101.617086,3.033951
103.829486,1.285409
110.41013,-7.77245
-83.230023,37.280654
102.828288,16.457711
101.687191,3.089746
-77.872225,34.221424
38.387206,40.916856
103.882916,1.360091
101.711047,3.147582
4.280323,51.905105
101.624646,3.028365
-98.568553,29.525044
-1.487191,55.054251
120.592287,16.412364
121.024856,14.55068
103.866506,1.364171
112.69852,-7.66828
73.39316,33.903707
153.027122,-27.222957
106.82848,-6.16756
101.711941,3.157399
-81.523616,28.584318
104.76355,-2.99341
114.172009,22.296488
-74.517641,39.415352
110.40108,-7.75966
120.427084,17.681965
-79.64604,43.503951
40.518036,41.025107
-2.294279,53.598327
102.275669,2.252418
-83.440033,42.469269
37.313772,37.036418
2.396726,41.640057
-2.999704,53.650591
-49.328884,-25.476066
100.409056,6.271106
65.564523,57.119381
120.979177,14.540676
2.331715,48.930243
14.99244,40.607006
31.247253,30.09462
115.17506,-8.718
100.53393,13.725625
101.641258,3.102898
112.72997,-7.27796
-87.686536,41.63964
27.182016,38.382676
101.677264,3.208926
-77.375679,38.985754
37.9039,-0.0244
37.9039,-0.0244
-83.053114,40.006784
106.79049,-6.11892
39.728794,41.005877
116.061744,5.961706
115.1846,-8.74429
100.06636,9.531419
103.124144,3.731401
115.85939,-31.955269
110.338582,1.555882
107.61472,-6.90057
114.20482,22.408217
67.101251,24.918406
112.80283,-7.27599
29.092947,41.025284
112.62109,-7.94317
129.741121,62.044332
11.253147,43.76803
102.107531,14.977744
0.289199,46.477185
106.81973,-6.19672
2.168469,41.402768
-50.780357,-29.548957
-3.065638,55.943943
-0.377123,39.475342
29.122166,40.928301
100.446431,13.781632
105.2575,-5.41909
106.90949,-6.15676
-95.476142,29.995212
103.843775,1.275103
114.920972,4.903897
-78.605748,35.68293
102.247565,2.194779
-87.686536,41.63964
48.081214,29.279446
123.188165,13.642183
-63.127666,46.236371
121.024856,14.55068
-0.229939,50.843145
110.41277,-6.97674
-87.744002,41.968234
110.43835,-7.05265
-73.687908,40.735102
-5.986229,37.361765
-1.919604,50.811343
101.719415,3.205927
-4.250518,55.867532
29.232513,40.875776
98.67976,3.57598
98.64571,3.56643
12.488077,41.904857
105.2608,-5.41126
119.41667,-5.1459
106.90675,-6.11694
-51.137506,-29.844525
103.844694,1.280182
103.803491,1.32654
-3.656978,40.380715
103.841901,1.325487
110.41003,-7.77242
32.615353,41.196426
-0.679816,50.788894
101.410947,3.376662
-89.220467,37.721367
29.406797,38.677262
-1.47119,53.367222
124.8996,1.50312
6.155984,51.676142
107.58532,-6.89324
88.369286,22.583808
-61.460155,10.244923
78.309098,17.473388
27.13853,38.426794
117.176541,-0.463967
-81.820893,27.553871
100.484566,5.613202
-81.483011,28.643167
124.8996,1.50312
-87.539665,37.96347
28.363324,37.215508
0.42036,51.566794
-0.943759,53.323264
-95.364194,29.757611
-85.510979,40.891972
2.482566,48.943509
1.547305,47.886739
29.122166,40.928301
29.034928,41.089087
-90.627247,41.536983
6.2068,46.190056
120.292998,14.847849
36.334435,41.284412
5.406801,43.326608
1.069756,51.296009
120.590133,15.165659
0.07678,43.233393
3.851017,48.49614
114.920972,4.903897
101.61748,3.148756
101.714412,3.198645
121.939553,10.754974
11.57849,48.139557
-1.957574,53.462524
48.003881,29.380193
-69.730559,44.321665
31.392188,36.785014
101.612742,3.156842
101.751648,3.1287
107.66384,-6.91401
-71.145307,42.337269
-90.627236,41.536983
102.247703,2.193485
100.680778,13.64761
103.76,1.335045
-83.744194,44.366366
-96.791658,33.144973
121.013359,14.581314
-87.658573,41.922471
1.52405,43.390176
-1.184352,52.595015
101.644686,3.202999
101.468762,2.985295
-5.123965,50.171101
115.16114,-8.69696
-51.884496,-29.226069
-43.957296,-19.941344
2.186985,41.421761
2.884003,50.785737
-2.48245,53.5297
-87.689815,41.562383
102.415987,3.447582
102.415987,3.447582
-85.256705,34.955335
114.011353,4.429777
103.844729,1.280414
135.770613,35.002237
112.72676,-7.31427
27.133211,38.323288
105.25779,-5.41803
107.61362,-6.88293
110.36313,-7.80839
144.96314,-37.814242
-43.222735,-22.890324
117.16484,-0.47483
-85.706744,30.187203
-82.640566,27.73298
29.186565,40.888374
106.63226,-6.17897
3.492969,49.840036
101.491057,3.126609
-75.118932,39.977159
100.538268,13.745521
36.68002,49.840629
-94.967965,29.770534
-8.476509,51.884381
120.301244,14.82312
-2.711332,53.765234
-97.936784,48.005291
27.770233,41.565987
105.25871,-5.41891
124.8996,1.50312
103.404874,1.502071
120.976326,14.534301
113.264217,23.108885
-76.447042,41.015936
-118.120754,34.066315
101.757045,2.980885
106.85286,-6.14164
106.80729,-6.60152
102.20926,2.382875
34.768577,31.999329
-1.07143,53.9543
-76.896242,40.229975
101.733752,3.202048
103.759046,1.479128
-0.221179,51.507274
112.620855,-7.944102
28.720568,40.978213
-97.0912,18.851809
103.631724,1.541819
39.728133,41.00511
101.712515,3.167119
116.83792,-1.27331
115.22476,-8.65601
4.251238,50.895884
121.305023,14.070379
121.924875,11.960909
115.18663,-8.71276
-6.169274,53.383378
101.508029,3.071642
7.45798,53.22964
-87.642343,37.945583
-43.454618,-22.864442
-86.15002,40.034056
-2.921515,53.267267
104.011491,1.144608
-110.729476,32.270168
-83.32687,42.338448
8.589148,45.2904
-79.383429,43.662237
2.598729,48.81302
101.741948,3.135472
30.644324,36.876282
-49.342738,-25.47204
-80.601502,40.165074
110.40154,-7.78277
-3.598215,40.369046
72.856356,19.148931
55.491468,25.310527
-51.964778,-29.501829
-2.239503,53.431296
-6.533437,39.984836
-73.994252,40.714475
106.84008,-6.22338
117.152,-0.50523
-79.792944,43.346695
-77.363138,35.600164
-71.310757,42.64666
-51.091037,-30.022463
106.809125,-6.224052
28.965017,41.017911
-43.779418,-22.86934
-99.130349,19.291346
-58.792406,-35.439484
103.795557,1.311906
39.762312,40.996319
110.40157,-7.7828
116.10229,-8.58249
29.637604,36.202381
120.982324,14.631128
-46.527612,-23.693267
-84.515976,39.101108
121.05572,14.583689
-0.343115,51.580284
101.522491,3.085816
-0.116974,51.514326
-35.896751,-9.70788
-3.973871,51.631384
-86.170661,39.837263
-48.301365,-18.916585
101.708578,3.153891
112.74073,-7.27116
122.054056,6.91957
-1.291135,46.940922
-80.209669,26.722146
2.343682,48.884388
-82.510827,42.911092
-2.22894,51.701633
-86.173069,39.773646
-73.905156,40.851904
105.238038,-5.398613
29.122374,40.928154
110.42574,-7.04085
-74.070881,4.607745
29.027709,40.988151
-45.818196,-23.2569
-0.150994,50.82357
-58.40212,-34.61202
30.382309,50.458595
2.214958,47.86881
109.2423,-7.38427
101.667738,3.142817
11.21967,43.794016
-8.064601,43.530374
153.031013,-27.467772
106.81344,-6.25795
-60.726311,-32.911348
29.092947,41.025284
29.027709,40.988151
121.029746,14.656449
9.997046,53.754958
124.152426,24.344436
-52.719498,47.563891
-112.652953,39.288819
37.969341,40.97685
-0.125764,51.493806
-0.555463,53.230622
109.147958,-6.95165
106.82979,-6.38279
-5.123983,50.171105
50.102712,53.181575
121.047343,14.57935
106.99922,-6.22769
123.89,10.351566
-95.871967,32.206159
100.471971,7.006164
-0.133787,51.515438
-87.910211,41.97855
-9.305321,38.761232
31.221982,30.073093
124.634142,8.472853
103.856893,1.307991
-82.39401,34.852618
29.93863,40.765479
-117.899542,33.839166
31.381095,38.080253
-84.361223,33.852403
9.997046,53.754958
106.84321,-6.22326
106.814837,-6.594595
120.60291,15.468224
102.940064,1.86587
115.23955,-8.66476
101.703241,3.046033
112.619917,-7.943867
-82.7665,39.652557
-83.909013,41.713662
-46.399462,-23.579668
98.968843,18.798096
120.389157,17.572759
-3.725086,40.439037
106.85621,-6.29087
101.710278,3.029167
-117.160894,32.802188
-43.225031,-22.888657
124.83731,1.48011
-102.382093,31.882556
-86.289648,39.773345
-2.981119,53.412297
-74.427752,40.690536
-71.247134,42.346664
2.362689,48.858165
17.254123,62.39094
-1.811071,53.754246
-3.701586,40.418951
101.743561,3.208685
-97.299084,37.77953
106.88501,-6.30656
113.659821,-8.187614
37.900297,55.412084
39.512966,40.436283
151.209697,-33.873392
117.13517,-0.48102
29.119989,41.035242
103.85543,1.299854
-0.108081,51.508411
-83.282117,42.511115
29.051671,41.087567
109.24394,-7.40764
-81.683415,41.498124
100.499963,13.68499
101.619752,3.118991
106.89083,-6.1517
-74.048265,40.721001
-0.526738,51.76923
104.44927,0.92756
0.033316,52.860919
-97.108141,32.724268
101.795538,2.814155
-81.75103,41.380873
-73.514008,40.689404
-76.734863,39.315322
55.331671,25.252187
125.500248,9.785386
114.138317,22.287068
-122.23926,38.101689
103.099326,1.856974
-83.684697,41.678745
-86.33204,39.844992
29.228897,40.875755
-81.683208,41.498148
-1.906782,52.6752
110.34341,-7.80188
-82.995504,42.506758
-83.829867,35.908352
-58.399315,-34.59783
100.401144,5.390034
-43.298764,-22.88504
-3.828757,51.663651
120.326511,22.657001
-80.399479,27.296083
9.225553,45.439311
29.058623,41.014296
103.905096,1.306047
110.34341,-7.80188
-76.158794,43.025883
-73.980383,40.718723
100.532679,13.743919
-3.549094,40.35736
1.890341,47.987148
-73.814499,42.650047
98.64701,3.56877
122.758888,11.529583
2.147777,41.380228
101.612742,3.156842
105.2577,-5.4208
76.828348,30.71833
2.592179,48.856248
2.345968,48.876471
100.401092,5.390045
77.43676,23.230377
103.885724,1.361407
21.157415,42.657081
-76.158878,43.025911
102.287318,2.272451
-2.69748,53.762419
-8.761407,42.593024
-81.510025,41.494766
0.449451,51.558515
2.377995,48.687208
121.017421,14.611904
0.0,0.0
79.876608,6.909779
-70.638774,43.478025
100.508433,6.165727
14.505552,35.908981
-4.235283,55.886845
51.540704,25.272923
-88.309711,42.03386
-61.06756,14.61872
106.90965,-6.15716
120.280857,14.828202
-3.041561,53.496084
-0.207276,51.420963
-53.714561,-29.717203
2.282282,48.792045
29.02398,41.086917
100.630485,13.827583
-46.599095,-23.536882
120.98666,14.469316
121.001265,14.57197
10.266137,48.445325
-46.736594,-23.623661
28.359761,40.216202
4.509585,51.893886
-43.335318,-22.801325
-88.331071,36.288961
100.536618,13.761478
3.897855,43.601786
28.363324,37.215508
29.034555,41.03244
-77.695686,35.937827
-97.14411,32.723285
106.89428,-6.15469
-50.990327,-29.498584
-51.136629,-29.712457
-6.242896,53.288061
-75.063492,42.459693
-74.639689,40.5037
5.890003,51.832793
30.145959,36.301088
-71.40259,41.883357
-0.080955,51.516091
106.81321,-6.25525
102.177688,2.458671
-95.582543,29.922179
47.969032,29.376732
-0.155322,51.474592
103.441841,0.993872
39.728129,41.005138
